flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,fecal_coliform_is_bdl,total_coliform_is_bdl,fecal_streptococci_is_bdl,total_kjeldahl_n_is_bdl,nitrate_n_is_bdl,turbidity_is_bdl,sulphate_is_bdl,sodium_is_bdl,chlorides_is_bdl,phosphate_is_bdl,boron_is_bdl,potassium_is_bdl,flouride_is_bdl,dissolved_o2_is_bdl,total_suspended_solids_is_bdl,phenophelene_alkanity_is_bdl,total_alkalinity_is_bdl,type_water_body_ Dam,type_water_body_Creek,type_water_body_Dam,type_water_body_Lake,type_water_body_Nala,type_water_body_River,type_water_body_Sea,river_basin_Arnala ,river_basin_BPT Navapur ,river_basin_Bassein ,river_basin_Bhagwati Bundar,river_basin_Bhatsa ,river_basin_Bhayander ,river_basin_Bhima ,river_basin_Bindusara,river_basin_Chandrabhaga ,river_basin_Chikhali Nalla,river_basin_Colour Chem ,river_basin_Dahanu ,river_basin_Dandi ,river_basin_Darna ,river_basin_Erai ,river_basin_Ganptipule,river_basin_Godavari,river_basin_Godavari ,river_basin_Godavri ,river_basin_Gomai ,river_basin_Kalu ,river_basin_Kan ,river_basin_Kanhan ,river_basin_Karambavane,river_basin_Kharekuran Murbe ,river_basin_Koyna ,river_basin_Krishna,river_basin_Krishna ,river_basin_Kundalika,river_basin_Mandvi,river_basin_Manjara,river_basin_Morna ,river_basin_Muchkundi,river_basin_Mula ,river_basin_Mula Mutha ,river_basin_Mutha ,river_basin_Navapur ,river_basin_Nira ,river_basin_Panvel ,river_basin_Panzara ,river_basin_Patalganga ,river_basin_Pedhi ,river_basin_Pehlar ,river_basin_Penganga ,river_basin_Purna ,river_basin_Rabodi,river_basin_Rangavali ,river_basin_Sandoz ,river_basin_Sarwali ,river_basin_Savitri,river_basin_Savta ,river_basin_Surya ,river_basin_Tansa ,river_basin_Tapi ,river_basin_Tarapur MIDC Nalla,river_basin_Thane ,river_basin_Ulhas ,river_basin_Urmodi ,river_basin_Uttan ,river_basin_Vaitarna ,river_basin_Vashisthi,river_basin_Venna ,river_basin_Wainganga ,river_basin_Wardha ,river_basin_Wena,district_Akola,district_Amravati,district_Beed,district_Bhandara,district_Ch. Sambhaji Nagar,district_Chandrapur,district_Dhule,district_Jalna,district_Latur,district_Nagpur,district_Nanded,district_Nashik,district_Parbhani,district_Pune,district_Raigad,district_Ratnagiri,district_Sangli,district_Satara,district_Solapur,district_Thane,weather_Clear,weather_Cloudy,weather_Raining,approx_depth_50-100cm,approx_depth_Greater than 100cm,approx_depth_Less than 50cm,human_activities_Bathing,"human_activities_Bathing,Fishing","human_activities_Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading","human_activities_Bathing,Fishing,Tourism Spot","human_activities_Bathing,Washing","human_activities_Bathing,Washing,Boating","human_activities_Bathing,Washing,Cultivation,Fishing,Boating,Gardening,Tourism Spot","human_activities_Bathing,Washing,Fishing","human_activities_Bathing,Washing,Gardening,Others","human_activities_Bathing,Washing,Others","human_activities_Boating,Tourism Spot",human_activities_Cultivation,human_activities_Fishing,"human_activities_Fishing,Boating,Tourism Spot","human_activities_Fishing,Others",human_activities_Idol Emersion Wading,human_activities_Others,"human_activities_Washing,Fishing",floating_matter_No,floating_matter_Yes,color_Blackish,color_Clear,color_Light Brown,color_Light Green,color_Muddish,color_Pale Yellow,color_Slightly Turbit,color_Turbit,color_slightly Turbit,odor_ Odourless,odor_Fishy,odor_Odor Free,odor_Odourless,odor_organic,odor_unknown,use_based_class
0.5,27.0,6.8,8.5,415.0,4.1,1.4,220.0,350.0,1.8,6.4,10.8,190.0,22.49,12.0,1.5,0.4,179.8,110.4,69.4,20.14,31.3,278.0,239.0,23.0,0.2,0.5,2.7,0.2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,E
3.0,21.0,7.0,8.6,496.0,4.4,3.2,79.0,130.0,1.8,55.0,12.0,196.0,41.04,12.0,2.24,0.51,205.2,123.6,81.6,30.0,42.2,340.0,285.6,22.0,0.2,0.5,3.4,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
3.0,25.0,7.0,8.5,565.0,4.7,3.5,79.0,170.0,1.8,8.3,12.2,226.0,63.48,16.0,1.5,0.4,244.2,135.4,108.8,43.56,64.9,430.0,374.1,36.0,0.24,0.5,4.2,0.2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
3.0,25.0,4.4,7.8,768.0,9.1,2.66,130.0,220.0,1.8,1.1,5.0,354.0,57.73,32.0,1.5,0.4,345.4,187.0,158.4,45.7,60.0,520.0,447.2,58.0,0.2,0.5,8.5,0.2,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
3.0,22.0,6.8,8.2,697.0,4.0,0.76,280.0,350.0,1.8,1.0,5.0,220.0,81.47,16.0,2.8,0.51,282.6,162.6,120.0,29.28,35.8,463.0,388.0,21.0,0.2,0.5,4.5,0.2,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
3.0,20.0,5.6,9.7,74240.0,31.0,1.6,1.8,1.8,1.8,1.9,428.0,1530.0,1044.68,128.0,1.68,0.4,146.8,35.4,111.4,108.6,1932.5,4751.0,4038.0,18.0,0.2,0.5,5.0,0.2,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,22.0,5.1,8.5,713.0,4.8,1.19,110.0,280.0,1.8,1.0,14.2,243.0,65.98,24.0,2.24,0.63,301.0,176.4,124.6,68.16,57.9,478.0,387.0,26.0,1.11,0.5,4.1,0.2,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,22.0,7.6,8.6,405.0,3.5,1.79,79.0,140.0,1.8,5.3,11.8,180.0,18.49,12.0,3.36,1.13,194.4,123.6,70.8,30.85,23.3,304.0,249.0,32.0,0.2,0.5,2.5,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,22.0,7.0,8.6,410.0,4.4,2.08,140.0,280.0,1.8,3.1,10.8,178.0,16.49,20.0,2.8,0.86,189.8,125.4,64.4,30.85,26.1,274.0,230.0,54.0,0.2,0.5,2.6,0.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,22.0,6.9,8.5,421.0,3.0,2.32,49.0,170.0,1.8,1.0,11.6,215.0,19.99,12.0,1.5,0.4,198.6,109.0,89.6,20.32,38.2,290.0,238.0,16.0,0.2,0.5,3.1,0.2,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,20.0,6.4,8.2,244.0,3.6,1.09,110.0,170.0,1.8,4.3,6.8,1204.0,11.5,12.0,1.5,0.4,113.4,81.4,32.0,29.13,15.4,178.0,144.0,22.0,0.2,0.5,2.5,0.2,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,20.0,6.2,8.2,284.0,3.8,1.14,110.0,220.0,1.8,6.0,5.6,120.0,10.0,12.0,1.5,0.4,118.0,80.4,37.6,29.13,13.6,216.0,177.0,12.0,0.2,0.5,2.3,0.2,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,22.0,6.8,8.2,571.0,3.0,3.66,49.0,110.0,1.8,2.8,13.8,231.0,25.99,12.0,2.24,0.58,246.6,135.2,111.4,63.46,42.0,418.0,342.0,24.0,0.2,0.5,3.4,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,22.0,6.4,8.2,543.0,3.2,3.62,110.0,220.0,1.8,2.9,14.8,233.0,39.99,8.0,2.24,0.58,250.0,137.8,112.2,64.04,45.8,401.0,332.0,34.0,0.2,0.5,3.8,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,24.0,6.1,7.5,395.0,4.6,0.99,1600.0,1600.0,2.0,1.3,5.0,178.0,38.49,20.0,2.24,0.69,185.8,128.8,57.0,28.87,31.0,280.0,235.0,12.0,1.73,0.5,3.5,0.2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,24.0,0.3,7.6,810.0,32.6,0.3,1600.0,1600.0,2.0,1.0,5.0,347.0,64.98,84.0,7.28,4.1,284.0,178.0,106.0,31.44,70.3,526.0,431.0,158.0,1.81,0.5,10.0,0.2,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,23.0,0.3,7.4,824.0,24.8,0.3,280.0,1600.0,1.8,1.2,5.0,324.0,69.98,60.0,4.48,2.14,281.2,177.4,103.8,32.42,74.4,527.0,412.6,188.0,0.2,0.5,10.0,0.2,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,24.0,1.2,7.5,643.0,13.9,0.3,170.0,920.0,1.8,1.1,5.0,299.0,46.99,32.0,2.8,1.5,279.6,186.2,93.4,26.84,45.7,428.0,355.0,198.0,1.13,0.5,6.8,0.2,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
0.0,24.0,1.6,7.5,659.0,11.2,0.71,140.0,350.0,1.8,1.0,5.0,298.0,100.97,28.0,2.24,1.85,281.6,191.0,90.6,30.85,71.6,501.0,420.0,214.0,0.2,0.5,10.0,0.2,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,E
4.0,18.0,6.0,7.9,218.0,4.6,0.64,280.0,350.0,1.8,130.0,5.0,99.0,9.3,20.0,1.5,0.4,102.6,77.0,25.6,21.48,13.1,160.0,136.0,64.0,0.2,0.5,2.2,0.2,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,A
4.0,18.0,6.6,7.9,218.0,3.5,0.63,170.0,280.0,1.8,85.0,5.0,95.0,11.2,12.0,2.24,0.51,96.8,68.0,28.8,23.78,16.9,152.0,130.7,46.0,0.2,0.5,2.7,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,A
4.0,18.0,5.8,7.9,213.0,4.5,0.68,170.0,280.0,1.8,17.0,5.0,91.0,6.65,16.0,1.68,0.43,91.4,53.0,38.4,12.99,8.2,140.0,120.4,22.0,0.2,0.5,2.6,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,A
4.0,18.0,5.4,7.6,176.0,3.6,0.56,4.5,13.0,1.8,45.0,5.0,88.0,7.45,12.0,2.8,0.55,85.2,57.8,27.4,16.09,9.6,128.0,112.6,12.0,0.2,0.5,2.4,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,A
0.0,20.0,7.2,8.4,487.0,3.2,3.7,110.0,280.0,1.8,1.0,12.6,194.0,26.49,8.0,1.5,0.4,216.0,107.8,108.2,36.22,38.0,340.0,285.0,30.0,0.2,0.5,2.7,0.2,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,20.0,6.9,8.4,523.0,3.2,3.82,79.0,170.0,1.8,1.0,15.6,196.0,27.99,8.0,1.68,0.54,211.8,112.6,99.2,37.96,41.3,377.0,320.0,21.0,0.2,0.5,2.8,0.2,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,22.0,6.7,8.4,518.0,3.8,3.79,110.0,220.0,1.8,1.1,14.4,208.0,27.49,16.0,2.24,0.79,210.0,115.0,95.0,35.8,35.8,380.0,315.0,58.0,0.2,0.5,2.7,0.2,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,27.0,7.0,7.5,1614.0,4.5,0.85,46.0,140.0,1.8,120.0,5.0,84.0,15.0,16.0,2.8,0.76,91.4,53.0,38.4,15.81,7.5,125.0,104.0,38.0,0.2,0.5,2.7,0.2,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,27.0,6.1,7.5,160.0,4.9,0.85,170.0,280.0,1.8,95.0,5.0,80.0,15.0,20.0,2.8,0.78,82.8,49.8,33.0,15.81,6.7,120.0,98.0,62.0,0.2,0.5,2.5,0.2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
